店舗ID,店舗名,メインジャンル,サブジャンル,キャッチコピー,概要,住所,緯度,経度,電話番号,公式ホームページ,画像1,画像2
255,ヤマサちくわ直営「広小路でんでん」,和食,居酒屋,【美酒美食】広小路でんでんの味をご家庭で！＜テイクアウト：事前予約制＞,広小路でんでんの料理人が、気合を込めて毎日作ります！！旬の野菜、魚、肉、練り製品を使い、種類豊富に一箱に盛り合わせ♪　彩りよく贅沢な一箱をご用意します！【前日15時】までに、お電話＜0532-56-6220＞にてご予約お願い致します。下記4店舗のヤマサちくわ直営店にてお渡しします！（魚町本店、豊橋駅カルミア店、本社下地店、東田店）,愛知県豊橋市広小路 1-10,34.764536,137.384039,(0520)56-6220,https://yamasa.chikuwa.co.jp/news/?mode=detail&category=&aid=581,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/LnPNci.png,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/lkU8wq.png
256,かんらんや,たこ焼き・お好み焼き,,お店の味をご家庭で,地元のキャベツを使ったふわふわのお好み焼き、中太麺の焼きそば。大盛り、ハーフサイズも可能です。ランチメニュー（800円）もお持ち帰りできます。,愛知県豊橋市西岩田 6-18-1,34.749176,137.422216,(0520)64-5500,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/cHkL9A.png,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/w5eQxN.jpg
257,中華定食 弥栄,中華,,テイクアウト承り中、こだわりの肉餃子他,ワンオペの店ですので、電話にて注文をしていただけるとスムーズにお渡しできます。,愛知県豊橋市高師本郷町字北浦 67-2,34.716403,137.395423,(0520)75-3119,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/oykmS1.png,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/SRMn9h.png
259,おべんとごはん 縁六,惣菜・オードブル・お弁当,,管理栄養士監修のお弁当・お惣菜です,メニューの詳細は、毎週月曜日頃に【おべんとごはん縁六】のインスタとFBページで更新中。お電話でお問い合わせもお待ちしております。お取り置き・ご予約承ります。当店のお料理は美と健康がコンセプト。料理長と栄養士がタッグ組み、栄養バランスの良いお弁当を提供しております。お客さまの美と健康を“食”の分野でお手伝いさせていただきます。,愛知県豊橋市大井町 140,34.7585,137.40922,(0520)69-2006,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/kgS4sA.png,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/mfdZZU.png
261,吉㐂,和食,,テイクアウト　天ぷら弁当700円から,小池の吉㐂と申します。お弁当を始めてみました！値段に合わせてのお弁当もお作りしたいと思います。ご相談下さい。お弁当受付時間（11:30〜13:30、16:30〜19:30）お電話いただければ、お時間に合わせてご用意しておきます。,愛知県豊橋市小池町字西海戸 76-1,34.749571,137.389331,(0520)45-5706,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/DdY9Sh.png,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/8qgzVG.png
262,わびすけ ギャラリーショップ&カフェ,カフェ・喫茶店,惣菜・オードブル・お弁当,まごはやさしい定食のテイクアウト始めました,お弁当は≪まごはやさしい≫を基本に手作り惣菜が詰まっています。カレーライスや、生姜焼は国産銘柄豚を使用し、無添加&グルテンフリーです。感動的な口溶けのサンドイッチも是非お試し下さい。当店では雑穀米を使用し、体に優しいメニューを提供しています。作り置きではありませんのでお電話にてご注文ください。,愛知県豊橋市佐藤 3-23-5,34.742004,137.410775,(0520)64-3234,http://wabisuke-cafe-zakka.com/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/ntBtd8.png,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/EX6jqB.png
263,大正庵,うどん・そば,,お店の味をご自宅で！テイクアウト始めました！,ランチメニューも麺を付けずにおかずとご飯の持ち帰り弁当に！,愛知県豊橋市南松山町 121-2,34.754918,137.389167,(0520)52-5638,http://taisyouan.net/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/UNVkp6.jpg,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/lht0AC.jpg
264,赤から 豊橋柱店,居酒屋,,赤から店舗にてテイクアウト始めました！,赤から人気商品をご自宅でお楽しみください！お酒のおつまみにもピッタリです！！,愛知県豊橋市柱三番町 134-1,34.748438,137.375113,(0520)47-3288,http://takeout.kora.co.jp/akakara/A/?sid=280,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/JIiM29.jpg,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/FYHnPI.jpg
265,黒から 豊橋駅前店,居酒屋,,スパイシーな黒から商品をお楽しみください！,刺激を求められる方にピッタリ！！黒から自慢のピリ辛商品をぜひご家庭でもお試しください！,愛知県豊橋市駅前大通 2-3,34.7636,137.385898,(0520)57-2828,http://takeout.kora.co.jp/kurokara/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/xspZgj.jpg,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/dvfbkV.jpg
266,博多屋台や 豊橋花田店,居酒屋,,九州のうまいもんがテイクアウトで大集結！！,博多焼き餃子や黒豚串カツなど食卓での「あと一品」のおかずや「晩酌のお供」にもおすすめです。,愛知県豊橋市花田町字荒木 43-1,34.767416,137.371424,(0520)34-3515,http://takeout.kora.co.jp/hakata/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/Xi7DXy.jpg,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/nqbb9d.jpg
267,えびす家 豊橋店,居酒屋,,えびす家がご家庭へ笑顔をお届けします！,「家族全員がえびす顔！」バラエティ豊かなパーティーセットを囲んでひと時の団らんを！！,愛知県豊橋市小松町 242-2,34.742885,137.392916,(0520)37-4720,http://takeout.kora.co.jp/ebisu/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/dUMMHU.jpg,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/DqWXEC.jpg
268,中洲屋,居酒屋,,子どもから大人まで楽しめる中洲屋特製の人気商品が勢ぞろい！,夕食のおかずはもちろん、お酒のおつまみにも相性バツグンの品揃えです！,愛知県豊橋市神ノ輪町 59,34.742398,137.368074,(0520)37-0451,http://takeout.kora.co.jp/nakasu/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/8llWTl.jpg,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/sdfaJ6.jpg
269,身体を美しく整えるカフェ GARDENS,惣菜・オードブル・お弁当,,食事で免疫力を高めましょう！,皆さまの体に、化学物質や食品添加物を極力入れない安心なお弁当を作っています。免疫力を高め、強い体作りにお役立て下さい。,愛知県豊橋市内張町 1-9 （アイプラザ近く）,34.730867,137.378612,080ｰ6913ｰ9552,https://ameblo.jp/garden-naturalcafe/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/jrAUWS.jpg,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/JCci9F.jpg
270,めん処 林屋,うどん・そば,,人気の豚の角煮丼。丼物メインのテイクアウト。,電話注文いただけると、スムーズにお渡し出来ます。,愛知県豊橋市石巻本町茶の木 12,34.808537,137.42657,(0520)88-4500,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/EjwTmu.png,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/Bmx8Fk.png
272,イタリア料理の店 ボーノ ボーノ,イタリアン,,テイクアウトメニューを始めました！,美味しいイタリア料理をご家庭で！お昼のランチBOXセット以外のアラカルトメニューはご希望時間の2時間前までに予約をお願い致します。詳細はお電話で対応させて頂きます。,愛知県豊橋市新本町 49,34.766816,137.387761,(0520)52-3317,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/oTzHYc.jpg,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/UbLpt6.jpg
274,ニュー東洋ホテル1（レストラン葵）,惣菜・オードブル・お弁当,,ボリューム満点！日替わりランチのテイクアウト始めました,期間限定、日替わり弁当！ご近所の方にはお馴染みのボリューム満点、メインが2品付いてくるお弁当です♪是非！お楽しみ下さい。お電話にてご注文頂けると、お渡しがスムーズです。 日替わりランチもお休みを頂いておりましたが、同時に再開致します。以前、ご購入頂いていた食券もご利用いただけます。,愛知県豊橋市白河町 2,34.761468,137.37908,(0520)32-7000,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/ZmgLj1.png,
276,居酒屋食堂 一撃,居酒屋,居酒屋,岡山名物の鉄板料理をご自宅へ　テイクアウトやっています,岡山名物のB級グルメグランプリの味を豊橋で提供します。,愛知県豊橋市前田南町 1-3-3,34.758124,137.392544,(0520)75-4749,https://izakayaichigeki.com/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/uwXBOX.png,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/FgWrJ0.png
277,カレーハウス ラジャ,インド・カレー,,カレー弁当テイクアウトはじめました！！,お家でインドネシア風カレーをどうぞ。,愛知県豊橋市花園町 29,34.765561,137.387797,(0520)53-1705,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/8TxDs5.png,
278,京寿し,寿司,,こだわりのうまい寿しをゆっくりご自宅で！！,大将こだわりのネタは毎日産地直送のものを仕入れ、常にお客様に新鮮なものをご提供させていただいております。四季折々の新鮮な素材と職人の技と心でお出しする最高の味を、是非一度、ご賞味下さい。,愛知県豊橋市牛川通 3-1-2,34.781603,137.423044,(0520)62-4543,http://www.kyouzusi.com/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/9fUO3b.jpg,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/tPnXOj.png
279,霧下そば 十勝庵,うどん・そば,,『Stay Home応援プロジェクトメニュー』好評です！,"当店の名物「駿河湾産桜海老のかき揚げ丼」もテイクアウトできます。その他「Stay Home応援プロジェクトメニュー」として、うどん、蕎麦の4人前セットで1,200円の『ファミリー盛り』や、ブランド豚のロースカツを「名古屋コーチン卵」でとじた「カツ丼」600円、海老天2尾と野菜天の「天丼」600円などなど、テイクアウト限定のお得なメニューをどんどん更新中！！ぜひ、当店のinstagram、twitterをチェック＆フォローして下さい。よろしくお願いします。",愛知県豊橋市南牛川 1-6-1,34.772564,137.417171,(0520)63-0820,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/7ozMpt.png,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/0smSWE.png
280,特産品処 まるっとみかわ,和・洋菓子、スイーツ,,三河地域の特産品を使用したオリジナル商品を開発・販売しています。,5月よりネットショップを開設しました。「地元特産品をもっと美味しく」をテーマに開発した自慢のオリジナル商品です。地域特産品の美味しさを是非、体感してください。,愛知県豊橋市東七根町字一の沢 113-2,34.696145,137.41436,(0520)73-1986,https://maruttomikaw.theshop.jp,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/bbddyS.png,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/LkRjt8.png
281,Blue Rose,カフェ・喫茶店,惣菜・オードブル・お弁当,テイクアウト＆配達やってます。インスタグラムやフェイスブックからも注文できます,"・会社・事務所・現場・個人宅への配達も承ります。
価格600円～電話にてご注文ください。
※一部配達できない場所もありますので電話にてご確認お願いします",愛知県豊橋市吉川町 1-1,34.773396,137.368591,090-8864-6002,https://blue-rose-toyohashi.com/contents/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/bExmbI.jpg,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/SaNW1d.jpg
